dateReference,codeUic,nomGare,nomCommune,passagesTer,passagesIntercites,passagesTgv,passagesAutre,totalPassages
20261210,87484386,Varades Saint-Florent-le-Vieil,LOIREAUXENCE,21,0,0,0,21
20261210,87484360,Ingrandes sur Loire,INGRANDES-LE-FRESNE-SUR-LOIRE,21,0,0,0,21
20261210,87712265,Brétigny-Norges,BRETIGNY,21,0,0,0,21
20261210,87582726,Arbanats,ARBANATS,21,0,0,0,21
20261210,87192229,Sanry sur Nied,SANRY-SUR-NIED,21,0,0,0,21
20261210,87611764,Aubiet,AUBIET,21,0,0,0,21
20261210,87571638,Azay le Rideau,AZAY-LE-RIDEAU,21,0,0,0,21
20261210,87484352,Champtocé sur Loire,CHAMPTOCE-SUR-LOIRE,21,0,0,0,21
20261210,87751370,Meyrargues,MEYRARGUES,21,0,0,0,21
20261210,87172858,Anchamps,ANCHAMPS,21,0,0,0,21
20261210,87694620,Montceau les Mines,MONTCEAU-LES-MINES,21,0,0,0,21
20261210,87594275,Meymac,MEYMAC,21,0,0,0,21
20261210,87276378,Villers Saint-Paul,VILLERS-SAINT-PAUL,21,0,0,0,21
20261210,87192203,Peltre,PELTRE,21,0,0,0,21
20261210,87296152,Crépy-Couvron,CREPY,21,0,0,0,21
20261210,87765180,Courthézon,COURTHEZON,21,0,0,0,21
20261210,87571687,Chinon,CHINON,21,0,0,0,21
20261210,87713826,Ruffey,RUFFEY-LES-ECHIREY,21,0,0,0,21
20261210,87172072,Laifour,LAIFOUR,21,0,0,0,21
20261210,87755397,Gonfaron,GONFARON,21,0,0,0,21
20261210,87718551,Avoudrey,AVOUDREY,21,0,0,0,21
20261210,87694596,Brion-Laizy,LAIZY,21,0,0,0,21
20261210,87755421,Vidauban,VIDAUBAN,21,0,0,0,21
20261210,87473066,Caulnes,CAULNES,21,0,0,0,21
20261210,87713842,Gemeaux,GEMEAUX,21,0,0,0,21
20261210,87755389,Pignans,PIGNANS,21,0,0,0,21
20261210,87694612,Blanzy,BLANZY,21,0,0,0,21
20261210,87296608,Versigny,VERSIGNY,21,0,0,0,21
20261210,87172155,Mohon,CHARLEVILLE-MEZIERES,20,0,0,0,20
20261210,87182360,Walbach,WINTZENHEIM,20,0,0,0,20
20261210,87574459,Saint-Martin le Beau,SAINT-MARTIN-LE-BEAU,20,0,0,0,20
20261210,87487843,La Bohalle,LOIRE-AUTHION,20,0,0,0,20
20261210,87611855,Lamagistère,LAMAGISTERE,20,0,0,0,20
20261210,87775353,Nozières-Brignon,BRIGNON,20,0,0,0,20
20261210,87725820,Vonnas,VONNAS,20,0,0,0,20
20261210,87444190,Moult-Argences,MOULT-CHICHEBOVILLE,20,0,0,0,20
20261210,87487876,Les Rosiers sur Loire,GENNES-VAL-DE-LOIRE,20,0,0,0,20
20261210,87172189,Lumes,LUMES,20,0,0,0,20
20261210,87481721,Donges,DONGES,20,0,0,0,20
20261210,87487892,Saint-Mathurin,LOIRE-AUTHION,20,0,0,0,20
20261210,87545731,Bonneval,BONNEVAL,20,0,0,0,20
20261210,87701532,Trélazé,TRELAZE,20,0,0,0,20
20261210,87725804,Pont de Veyle,CROTTET,20,0,0,0,20
20261210,87611889,Moissac,MOISSAC,20,0,0,0,20
20261210,87712604,Ouges,OUGES,20,0,0,0,20
20261210,87725838,Mezeriat,MEZERIAT,20,0,0,0,20
20261210,87342246,Aubigny en Artois,AUBIGNY-EN-ARTOIS,20,0,0,0,20
20261210,87574442,Azay sur Cher,MONTLOUIS-SUR-LOIRE,20,0,0,0,20
20261210,87415364,Brionne,BRIONNE,20,0,0,0,20
20261210,87616011,Avignonet,AVIGNONET-LAURAGAIS,20,0,0,0,20
20261210,87611558,Luzenac-Garanou,GARANOU,20,0,0,0,20
20261210,87444182,Frénouville-Cagny,FRENOUVILLE,20,0,0,0,20
20261210,87444695,Sées,SEES,20,0,0,0,20
20261210,87696534,Luzy,LUZY,20,0,0,0,20
20261210,87474189,Bannalec,BANNALEC,20,0,0,0,20
20261210,87726232,La Fouillouse,LA FOUILLOUSE,20,0,0,0,20
20261210,87485540,Lusignan,LUSIGNAN,20,0,0,0,20
20261210,87485250,Mauze,MAUZE-SUR-LE-MIGNON,20,0,0,0,20
20261210,87741629,Frontenex,FRONTENEX,20,0,0,0,20
20261210,87713651,Saint-Jean de Losne,SAINT-USAGE,20,0,0,0,20
20261210,87296095,Marle sur Serre,MARLE,20,0,0,0,20
20261210,87747592,Monestier de Clermont,MONESTIER-DE-CLERMONT,20,0,0,0,20
20261210,87481689,La Croix de Méan,SAINT-NAZAIRE,20,0,0,0,20
20261210,87611533,Ax les Thermes,AX-LES-THERMES,20,0,0,0,20
20261210,87471052,Saint-Jacques-de-la-Lande,SAINT-JACQUES-DE-LA-LANDE,20,0,0,0,20
20261210,87574434,Veretz Montlouis,MONTLOUIS-SUR-LOIRE,20,0,0,0,20
20261210,87745828,Seyssel-Corbonod,CORBONOD,20,0,0,0,20
20261210,87345124,Pont de Sallaumines,SALLAUMINES,20,0,0,0,20
20261210,87611897,Castelsarrasin,CASTELSARRASIN,20,0,0,0,20
20261210,87613323,Lalbenque-Fontanes,FONTANES,20,0,0,0,20
20261210,87713636,Aiserey,AISEREY,20,0,0,0,20
20261210,87342071,Boisleux,BOISLEUX-AU-MONT,20,0,0,0,20
20261210,87182196,Zillisheim,ZILLISHEIM,20,0,0,0,20
20261210,87713628,Saulon,SAULON-LA-CHAPELLE,20,0,0,0,20
20261210,87342063,Courcelles le Comte,COURCELLES-LE-COMTE,20,0,0,0,20
20261210,87476309,Gestel,GESTEL,20,0,0,0,20
20261210,87172221,Vrigne sur Meuse,VRIGNE-MEUSE,20,0,0,0,20
20261210,87342030,Miraumont,MIRAUMONT,20,0,0,0,20
20261210,87741611,Gresy sur Isere,GRESY-SUR-ISERE,20,0,0,0,20
20261210,87473116,Yffiniac,YFFINIAC,20,0,0,0,20
20261210,87415323,Bourgtheroulde Thuit Hébert,GRAND BOURGTHEROULDE,20,0,0,0,20
20261210,87694695,Digoin,DIGOIN,20,0,0,0,20
20261210,87545707,Voves,LES VILLAGES VOVEENS,20,0,0,0,20
20261210,87576439,Avord,AVORD,20,0,0,0,20
20261210,87611459,Lavilledieu,LA VILLE-DIEU-DU-TEMPLE,20,0,0,0,20
20261210,87611590,Tarascon sur Ariège,TARASCON-SUR-ARIEGE,20,0,0,0,20
20261210,87396093,La Hutte Coulombiers,FRESNAY-SUR-SARTHE,20,0,0,0,20
20261210,87713669,Pagny,PAGNY-LE-CHATEAU,20,0,0,0,20
20261210,87712620,Longecourt,LONGECOURT-EN-PLAINE,20,0,0,0,20
20261210,87712679,Chaugey,LOSNE,20,0,0,0,20
20261210,87481713,Montoir de Bretagne,MONTOIR-DE-BRETAGNE,20,0,0,0,20
20261210,87615377,Gragnague,GRAGNAGUE,20,0,0,0,20
20261210,87611863,Valence d'Agen,VALENCE,20,0,0,0,20
20261210,87713644,Brazey en Plaine,BRAZEY-EN-PLAINE,20,0,0,0,20
20261210,87613398,Albias,ALBIAS,20,0,0,0,20
20261210,87184267,Petit Croix,MONTREUX-CHATEAU,19,0,0,0,19
20261210,87296129,Vervins,VERVINS,19,0,0,0,19
20261210,87471219,Beslé,GUEMENE-PENFAO,19,0,0,0,19
20261210,87192476,Vandieres,VANDIERES,19,0,0,0,19
20261210,87342303,Tincques,TINCQUES,19,0,0,0,19
20261210,87576173,Faubourg d'Orléans,ROMORANTIN-LANTHENAY,19,0,0,0,19
20261210,87342543,Calonne-Ricouart,CALONNE-RICOUART,19,0,0,0,19
20261210,87741496,Les Abrets Fitilieu,LES ABRETS EN DAUPHINE,19,0,0,0,19
20261210,87747535,Jarrie-Vizille,JARRIE,19,0,0,0,19
20261210,87718361,Orchamps,ORCHAMPS,19,0,0,0,19
20261210,87342550,Pernes-Camblain,CAMBLAIN-CHATELAIN,19,0,0,0,19
20261210,87595207,Marsac (Dordogne),MARSAC-SUR-L'ISLE,19,0,0,0,19
20261210,87396028,Neuville,NEUVILLE-SUR-SARTHE,19,0,0,0,19
20261210,87741454,Saint-Beron la Bridoire,SAINT-BERON,19,0,0,0,19
20261210,87571828,Langeais,LANGEAIS,19,0,0,0,19
20261210,87313064,Méricourt-Ribemont,MERICOURT-L'ABBE,19,0,0,0,19
20261210,87775171,La Bastide Saint-Laurent-les-Bains,LA BASTIDE-PUYLAURENT,19,0,0,0,19
20261210,87323675,Montluçon-Rimard,MONTLUCON,19,0,0,0,19
20261210,87396051,Teillé,TEILLE,19,0,0,0,19
20261210,87175117,Chevillon,CHEVILLON,19,0,0,0,19
20261210,87478537,Montsûrs,BREE,19,0,0,0,19
20261210,87597039,Reuilly,REUILLY,19,0,0,0,19
20261210,87342188,Maroeuil,MAROEUIL,19,0,0,0,19
20261210,87743120,Pont d'Ain,PONT-D'AIN,19,0,0,0,19
20261210,87745380,Pougny Chancy,POUGNY,19,0,0,0,19
20261210,87747576,Vif,VIF,19,0,0,0,19
20261210,87342535,Vis à Marles,MARLES-LES-MINES,19,0,0,0,19
20261210,87594333,Souillac,SOUILLAC,10,9,0,0,19
20261210,87696336,Bessay,BESSAY-SUR-ALLIER,19,0,0,0,19
20261210,87471516,Les Lacs,SAINT-AUBIN-DES-LANDES,19,0,0,0,19
20261210,87315044,Daours,AUBIGNY,19,0,0,0,19
20261210,87444216,Saint-Pierre sur Dives,SAINT-PIERRE-EN-AUGE,19,0,0,0,19
20261210,87765198,Bédarrides,BEDARRIDES,19,0,0,0,19
20261210,87276303,Longueil-Sainte-Marie,LONGUEIL-SAINTE-MARIE,19,0,0,0,19
20261210,87476689,Malansac,MALANSAC,19,0,0,0,19
20261210,87618215,Villenouvelle,VILLENOUVELLE,19,0,0,0,19
20261210,87718338,Ranchot,RANCHOT,19,0,0,0,19
20261210,87476648,Sainte-Anne,PLUNERET,19,0,0,0,19
20261210,87713321,Collonges,COLLONGES-ET-PREMIERES,19,0,0,0,19
20261210,87734228,Le Breuil sur Couze,LE BREUIL-SUR-COUZE,19,0,0,0,19
20261210,87613141,Gourdon,GOURDON,10,9,0,0,19
20261210,87747568,Saint-Georges de Commiers,SAINT-GEORGES-DE-COMMIERS,19,0,0,0,19
20261210,87317123,Wimille-Wimereux,WIMILLE,19,0,0,0,19
20261210,87485193,Aigrefeuille,LE THOU,19,0,0,0,19
20261210,87485185,La Jarrie,LA JARRIE,19,0,0,0,19
20261210,87141804,Belleville (Lorraine),BELLEVILLE,19,0,0,0,19
20261210,87576215,Valençay,VALENCAY,18,0,0,0,18
20261210,87485474,La Crèche,LA CRECHE,18,0,0,0,18
20261210,87595264,Saint-Léon sur l'Isle,SAINT-LEON-SUR-L'ISLE,18,0,0,0,18
20261210,87696807,Clamecy,CLAMECY,18,0,0,0,18
20261210,87481390,Challans,CHALLANS,18,0,0,0,18
20261210,87192435,Onville,ONVILLE,18,0,0,0,18
20261210,87342253,Savy Berlette,SAVY-BERLETTE,18,0,0,0,18
20261210,87481176,Boussay la Bruffière,BOUSSAY,18,0,0,0,18
20261210,87342576,Vimy,VIMY,18,0,0,0,18
20261210,87694364,Saint-Léger sur Dheune,SAINT-LEGER-SUR-DHEUNE,18,0,0,0,18
20261210,87595769,Siorac en Périgord,SIORAC-EN-PERIGORD,18,0,0,0,18
20261210,87484147,Tiercé,TIERCE,18,0,0,0,18
20261210,87411470,Serqueux,SERQUEUX,18,0,0,0,18
20261210,87317081,Dannes-Camiers,CAMIERS,18,0,0,0,18
20261210,87683649,Cravant-Bazarnes,BAZARNES,18,0,0,0,18
20261210,87276311,Chevrières,CHEVRIERES,18,0,0,0,18
20261210,87471169,Saint-Senoux - Pléchâtel,SAINT-SENOUX,18,0,0,0,18
20261210,87611814,Mérenvielle,MERENVIELLE,18,0,0,0,18
20261210,87296269,Bohain,BOHAIN-EN-VERMANDOIS,18,0,0,0,18
20261210,87342261,Ham en Artois,HAM-EN-ARTOIS,18,0,0,0,18
20261210,87595579,Thenon,THENON,18,0,0,0,18
20261210,87615419,Marssac sur tarn,MARSSAC-SUR-TARN,18,0,0,0,18
20261210,87486571,Saint-Gilles Croix de Vie,SAINT-GILLES-CROIX-DE-VIE,18,0,0,0,18
20261210,87484154,Etriché Châteauneuf,ETRICHE,18,0,0,0,18
20261210,87592121,Eymoutiers-Vassiviere,EYMOUTIERS,18,0,0,0,18
20261210,87694398,Cheilly les Maranges,CHEILLY-LES-MARANGES,18,0,0,0,18
20261210,87317099,Neufchâtel Hardelot,NEUFCHATEL-HARDELOT,18,0,0,0,18
20261210,87594408,Terrasson,TERRASSON-LAVILLEDIEU,18,0,0,0,18
20261210,87444059,Audrieu,AUDRIEU,18,0,0,0,18
20261210,87571836,Cinq Mars,CINQ-MARS-LA-PILE,18,0,0,0,18
20261210,87342212,Frévin Capelle,FREVIN-CAPELLE,18,0,0,0,18
20261210,87594234,Allassac,ALLASSAC,18,0,0,0,18
20261210,87171728,Loivre,LOIVRE,18,0,0,0,18
20261210,87316067,Buire sur l'Ancre,BUIRE-SUR-L'ANCRE,18,0,0,0,18
20261210,87713594,Santenay les Bains,SANTENAY,18,0,0,0,18
20261210,87486563,Saint-Hilaire de Riez,SAINT-HILAIRE-DE-RIEZ,18,0,0,0,18
20261210,87484170,Morannes,MORANNES SUR SARTHE-DAUMERAY,18,0,0,0,18
20261210,87597609,Guéret,GUERET,18,0,0,0,18
20261210,87316059,Heilly,HEILLY,18,0,0,0,18
20261210,87345041,Lièvin,LIEVIN,18,0,0,0,18
20261210,87411447,Longuerue Vieux Manoir,VIEUX-MANOIR,18,0,0,0,18
20261210,87481366,Machecoul,MACHECOUL-SAINT-MEME,18,0,0,0,18
20261210,87571794,Port Boulet,CHOUZE-SUR-LOIRE,18,0,0,0,18
20261210,87444042,Bretteville Norrey,THUE ET MUE,18,0,0,0,18
20261210,87411454,Montérolier-Buchy,MONTEROLIER,18,0,0,0,18
20261210,87725705,Mâcon Loché TGV,MACON,1,0,17,0,18
20261210,87444083,Le Molay Littry,LE MOLAY-LITTRY,18,0,0,0,18
20261210,87592105,Châteauneuf  Bujaleuf,NEUVIC-ENTIER,18,0,0,0,18
20261210,87594382,Condat le Lardin,LE LARDIN-SAINT-LAZARE,18,0,0,0,18
20261210,87171736,Guignicourt,VILLENEUVE-SUR-AISNE,18,0,0,0,18
20261210,87481457,Cugand,CUGAND-LA-BERNARDIERE,18,0,0,0,18
20261210,87592253,Pierre Buffière,PIERRE-BUFFIERE,18,0,0,0,18
20261210,87592337,La Jonchère,LA JONCHERE-SAINT-MAURICE,18,0,0,0,18
20261210,87734301,Saint-Georges d'Aurac,MAZEYRAT-D'ALLIER,18,0,0,0,18
20261210,87592055,Saint-Priest Taurion,SAINT-PRIEST-TAURION,18,0,0,0,18
20261210,87276733,Le Meux la Croix St-Ouen,LE MEUX,18,0,0,0,18
20261210,87592071,Saint-Léonard de Noblat,SAINT-LEONARD-DE-NOBLAT,18,0,0,0,18
20261210,87592097,Saint-Denis des Murs,SAINT-DENIS-DES-MURS,18,0,0,0,18
20261210,87486894,Torfou,SEVREMOINE,18,0,0,0,18
20261210,87182667,Lutterbach,LUTTERBACH,18,0,0,0,18
20261210,87317107,Hesdigneul,HESDIGNEUL-LES-BOULOGNE,18,0,0,0,18
20261210,87592063,Brignac,ROYERES,18,0,0,0,18
20261210,87411439,Morgny,MORGNY-LA-POMMERAYE,18,0,0,0,18
20261210,87171751,Saint-Erme,SAINT-ERME-OUTRE-ET-RAMECOURT,18,0,0,0,18
20261210,87485151,Tonnay Charente,TONNAY-CHARENTE,17,0,0,0,17
20261210,87484048,Angers Maître Ecole,ANGERS,17,0,0,0,17
20261210,87576868,Selles sur Cher,SELLES-SUR-CHER,17,0,0,0,17
20261210,87171629,Prunay,PRUNAY,17,0,0,0,17
20261210,87303875,Ingersheim,TURCKHEIM,17,0,0,0,17
20261210,87491019,Bords,BORDS,17,0,0,0,17
20261210,87215335,Berthelming,BERTHELMING,17,0,0,0,17
20261210,87396549,Arnage,ARNAGE,17,0,0,0,17
20261210,87272013,Jaux,JAUX,17,0,0,0,17
20261210,87192302,Benestroff,BENESTROFF,17,0,0,0,17
20261210,87584508,Saint-Denis de Pile,SAINT-DENIS-DE-PILE,17,0,0,0,17
20261210,87396580,Mayet,MAYET,17,0,0,0,17
20261210,87313726,Marseille en Beauvaisis,MARSEILLE-EN-BEAUVAISIS,17,0,0,0,17
20261210,87763425,Chorges,CHORGES,15,0,2,0,17
20261210,87396556,Laigné Saint-Gervais,LAIGNE-SAINT-GERVAIS,17,0,0,0,17
20261210,87696161,Tracy-Sancerre,TRACY-SUR-LOIRE,17,0,0,0,17
20261210,87576884,Villefranche sur Cher,VILLEFRANCHE-SUR-CHER,17,0,0,0,17
20261210,87214775,Bourg Bruche,BOURG-BRUCHE,17,0,0,0,17
20261210,87615245,Tessonnières,GAILLAC,17,0,0,0,17
20261210,87726471,Boën,BOEN-SUR-LIGNON,17,0,0,0,17
20261210,87763557,L'Argentière les Ecrins,L'ARGENTIERE-LA-BESSEE,15,0,2,0,17
20261210,87491035,Saint-Savinien sur Charente,SAINT-SAVINIEN,17,0,0,0,17
20261210,87313213,Boves,BOVES,17,0,0,0,17
20261210,87313734,Grandvilliers,GRANDVILLIERS,17,0,0,0,17
20261210,87743740,Saint-Rambert en Bugey,SAINT-RAMBERT-EN-BUGEY,17,0,0,0,17
20261210,87615773,Luc Primaube,LUC-LA-PRIMAUBE,17,0,0,0,17
20261210,87396598,Vaas,VAAS,17,0,0,0,17
20261210,87615757,Baraqueville-Carcenac-Peyrales,BARAQUEVILLE,17,0,0,0,17
20261210,87396333,Le Theil la Rouge,VAL-AU-PERCHE,17,0,0,0,17
20261210,87171611,Val de Vesle,VAL-DE-VESLE,17,0,0,0,17
20261210,87763607,Briançon,BRIANCON,15,0,2,0,17
20261210,87699223,Base Aérienne,GIEVRES,17,0,0,0,17
20261210,87171645,Sept Saulx,SEPT-SAULX,17,0,0,0,17
20261210,87396572,Aubigné-Racan,AUBIGNE-RACAN,17,0,0,0,17
20261210,87296293,Fresnoy le Grand,FRESNOY-LE-GRAND,17,0,0,0,17
20261210,87313742,Feuquières-Broquiers,FEUQUIERES,17,0,0,0,17
20261210,87615732,Naucelle,NAUCELLE,17,0,0,0,17
20261210,87763508,Montdauphin-Guillestre,EYGLIERS,15,0,2,0,17
20261210,87214734,Fouday,FOUDAY,17,0,0,0,17
20261210,87773465,Saint-Aunès,SAINT-AUNES,17,0,0,0,17
20261210,87763466,Embrun,EMBRUN,15,0,2,0,17
20261210,87586438,Penne (Lot-et-Garonne),PENNE-D'AGENAIS,16,0,0,0,16
20261210,87313692,Herchies,HERCHIES,16,0,0,0,16
20261210,87721050,Regny,REGNY,16,0,0,0,16
20261210,87193797,Petit Rederching,PETIT-REDERCHING,16,0,0,0,16
20261210,87784546,Millas,MILLAS,16,0,0,0,16
20261210,87272195,Longueil-Annel,LONGUEIL-ANNEL,16,0,0,0,16
20261210,87394411,Bailleau le pin,BAILLEAU-LE-PIN,16,0,0,0,16
20261210,87576181,Les Quatre Roues,PRUNIERS-EN-SOLOGNE,16,0,0,0,16
20261210,87575845,Lussac les Châteaux,LUSSAC-LES-CHATEAUX,16,0,0,0,16
20261210,87784611,Vinça,VINCA,16,0,0,0,16
20261210,87214643,Mullerhof,URMATT,16,0,0,0,16
20261210,87394015,Luce,LUCE,16,0,0,0,16
20261210,87396291,Montfort le Gesnois,MONTFORT-LE-GESNOIS,16,0,0,0,16
20261210,87144030,Docelles-Cheniménil,CHENIMENIL,16,0,0,0,16
20261210,87576140,Selles Saint-Denis,SELLES-SAINT-DENIS,16,0,0,0,16
20261210,87696427,Dompierre Sept Fons,DOMPIERRE-SUR-BESBRE,16,0,0,0,16
20261210,87721043,Saint-Victor Thizy,SAINT-VICTOR-SUR-RHINS,16,0,0,0,16
20261210,87485524,Pamproux,PAMPROUX,16,0,0,0,16
20261210,87276741,Thourotte,THOUROTTE,16,0,0,0,16
20261210,87313114,Hangest sur Somme,HANGEST-SUR-SOMME,16,0,0,0,16
20261210,87396283,Saint-Mars la Brière,SAINT-MARS-LA-BRIERE,16,0,0,0,16
20261210,87594820,Masseret,MASSERET,16,0,0,0,16
20261210,87672709,Ogeu les Bains,OGEU-LES-BAINS,16,0,0,0,16
20261210,87394403,La Taye,SAINT-GEORGES-SUR-EURE,16,0,0,0,16
20261210,87394437,Illiers Combray,ILLIERS-COMBRAY,16,0,0,0,16
20261210,87481622,Issé,ISSE,16,0,0,0,16
20261210,87485532,Rouille,ROUILLE,16,0,0,0,16
20261210,87402297,Colmar-Mésanges,COLMAR,16,0,0,0,16
20261210,87313700,Milly sur Thérain,MILLY-SUR-THERAIN,16,0,0,0,16
20261210,87543157,Nouan le Fuzelier,NOUAN-LE-FUZELIER,16,0,0,0,16
20261210,87645507,Neussargues,NEUSSARGUES-MOISSAC,14,2,0,0,16
20261210,87672600,Croix du Prince,JURANCON,16,0,0,0,16
20261210,87193524,Farschviller,FARSCHVILLER,16,0,0,0,16
20261210,87474015,Dirinon,LOPERHET,16,0,0,0,16
20261210,87396275,Champagné,CHAMPAGNE,16,0,0,0,16
20261210,87576165,Villeherviers,VILLEHERVIERS,16,0,0,0,16
20261210,87476770,Drefféac,DREFFEAC,16,0,0,0,16
20261210,87394270,Bretoncelles,BRETONCELLES,16,0,0,0,16
20261210,87396200,Domfront,DOMFRONT-EN-CHAMPAGNE,16,0,0,0,16
20261210,87784660,Ria,RIA-SIRACH,16,0,0,0,16
20261210,87592295,La Porcherie,LA PORCHERIE,16,0,0,0,16
20261210,87313718,Saint-Omer en Chaussée,SAINT-OMER-EN-CHAUSSEE,16,0,0,0,16
20261210,87576082,La Ferté Imbault,LA FERTE-IMBAULT,16,0,0,0,16
20261210,87672634,Buzy en Béarn,BUZY,16,0,0,0,16
20261210,87611194,Marignac-Saint-Béat,MARIGNAC,16,0,0,0,16
20261210,87583823,Luxe,LUXE,16,0,0,0,16
20261210,87313130,Pont Rémy,PONT-REMY,16,0,0,0,16
20261210,87316075,Dreuil lès Amiens,DREUIL-LES-AMIENS,16,0,0,0,16
20261210,87586453,Monsempron Libos,MONSEMPRON-LIBOS,16,0,0,0,16
20261210,87597674,Montaigut,MONTAIGUT-LE-BLANC,16,0,0,0,16
20261210,87672139,Coarraze Nay,COARRAZE,16,0,0,0,16
20261210,87394429,Magny-Blandainville,MAGNY,16,0,0,0,16
20261210,87575290,Vivonne,VIVONNE,16,0,0,0,16
20261210,87597625,Marsac (Creuse),MARSAC,16,0,0,0,16
20261210,87575704,Mignaloux-Nouaille,MIGNALOUX-BEAUVOIR,16,0,0,0,16
20261210,87476754,Sévérac,SEVERAC,16,0,0,0,16
20261210,87575365,Saint-Saviol,VAL-DE-COMPORTE,16,0,0,0,16
20261210,87592287,Saint-Germain les Belles,SAINT-GERMAIN-LES-BELLES,16,0,0,0,16
20261210,87784629,Marquixanes,MARQUIXANES,16,0,0,0,16
20261210,87594762,Bretenoux Biars,BIARS-SUR-CERE,16,0,0,0,16
20261210,87583849,Ruffec Charente,RUFFEC,16,0,0,0,16
20261210,87597633,Vieilleville,MOURIOUX-VIEILLEVILLE,16,0,0,0,16
20261210,87611236,Luchon,BAGNERES-DE-LUCHON,16,0,0,0,16
20261210,87784512,Le Soler,LE SOLER,16,0,0,0,16
20261210,87672725,Oloron Sainte-Marie,OLORON-SAINTE-MARIE,16,0,0,0,16
20261210,87615161,Limoux,LIMOUX,16,0,0,0,16
20261210,87474064,Châteaulin Embranchement,CHATEAULIN,16,0,0,0,16
20261210,87784637,Prades Molitg les Bains,PRADES,16,0,0,0,16
20261210,87481614,Abbaretz,ABBARETZ,16,0,0,0,16
20261210,87784561,Ille sur Tet,ILLE-SUR-TET,16,0,0,0,16
20261210,87672618,Gan,GAN,16,0,0,0,16
20261210,87618710,Salechan Siradan,SALECHAN,16,0,0,0,16
20261210,87576157,Loreux,LOREUX,16,0,0,0,16
20261210,87476762,Saint-Gildas des bois,SAINT-GILDAS-DES-BOIS,16,0,0,0,16
20261210,87276766,Ribecourt,RIBECOURT-DRESLINCOURT,16,0,0,0,16
20261210,87721456,Saint-Romain de Popey,SAINT-ROMAIN-DE-POPEY,16,0,0,0,16
20261210,87543199,Theillay,THEILLAY,16,0,0,0,16
20261210,87394288,Condé sur Huisne,SABLONS SUR HUISNE,16,0,0,0,16
20261210,87611178,Loures Barbazan,LOURES-BAROUSSE,16,0,0,0,16
20261210,87592246,Solignac le- Vigen,LE VIGEN,16,0,0,0,16
20261210,87784520,Saint-Féliu d'Avail,SAINT-FELIU-D'AVALL,16,0,0,0,16
20261210,87394452,Brou,BROU,16,0,0,0,16
20261210,87594218,Vigeois,VIGEOIS,16,0,0,0,16
20261210,87592279,Magnac-Vicq,VICQ-SUR-BREUILH,16,0,0,0,16
20261210,87281246,Gravelines,GRAVELINES,16,0,0,0,16
20261210,87193771,Woelfling les Sarreguemines,WOELFLING-LES-SARREGUEMINES,16,0,0,0,16
20261210,87592741,Bussière Galant,BUSSIERE-GALANT,16,0,0,0,16
20261210,87694869,Gilly sur Loire,GILLY-SUR-LOIRE,16,0,0,0,16
20261210,87182840,Bantzenheim,BANTZENHEIM,16,0,0,0,16
20261210,87193789,Rohrbach les Bitche,ROHRBACH-LES-BITCHE,16,0,0,0,16
20261210,87313106,Picquigny,PICQUIGNY,16,0,0,0,16
20261210,87575274,Liguge,LIGUGE,16,0,0,0,16
20261210,87576199,Pruniers,GIEVRES,16,0,0,0,16
20261210,87773432,Valergues Lansargues,VALERGUES,16,0,0,0,16
20261210,87396317,Sceaux-Boesse,BOESSE-LE-SEC,16,0,0,0,16
20261210,87613661,Viviez-Décazeville,VIVIEZ,13,2,0,0,15
20261210,87396358,Voivres,VOIVRES-LES-LE-MANS,15,0,0,0,15
20261210,87613224,Aubin,AUBIN,13,2,0,0,15
20261210,87474262,La Roche (Finistère),LA ROCHE-MAURICE,15,0,0,0,15
20261210,87281279,Bourbourg,BOURBOURG,15,0,0,0,15
20261210,87696468,Béard,BEARD,15,0,0,0,15
20261210,87611574,Les Cabannes,LES CABANNES,15,0,0,0,15
20261210,87184556,Colombier Fontaine,COLOMBIER-FONTAINE,15,0,0,0,15
20261210,87613232,Cransac,CRANSAC,13,2,0,0,15
20261210,87396374,Noyen,NOYEN-SUR-SARTHE,15,0,0,0,15
20261210,87715144,La Rivière,LA RIVIERE-DRUGEON,15,0,0,0,15
20261210,87394213,Saint-Aubin-Saint-Luperce,SAINT-AUBIN-DES-BOIS,15,0,0,0,15
20261210,87345389,Bouchain,NEUVILLE-SUR-ESCAUT,15,0,0,0,15
20261210,87613257,Saint-Christophe,SAINT-CHRISTOPHE-VALLON,13,2,0,0,15
20261210,87576231,Varennes sur Fouzon,VAL-FOUZON,15,0,0,0,15
20261210,87718270,Cousance,COUSANCE,15,0,0,0,15
20261210,87761817,Saillans,SAILLANS,15,0,0,0,15
20261210,87592501,La Coquille,LA COQUILLE,15,0,0,0,15
20261210,87613059,Gramat,GRAMAT,13,2,0,0,15
20261210,87317230,Auchy lès Hesdin,AUCHY-LES-HESDIN,15,0,0,0,15
20261210,87317198,Beaurainville,BEAURAINVILLE,15,0,0,0,15
20261210,87691600,Les Perrières,VARENNES-VAUZELLES,15,0,0,0,15
20261210,87721464,Pontcharra Saint-Forgeux,VINDRY-SUR-TURDINE,15,0,0,0,15
20261210,87184531,Voujeaucourt,VOUJEAUCOURT,15,0,0,0,15
20261210,87343475,Lourches,ROEULX,15,0,0,0,15
20261210,87491183,Montendre,MONTENDRE,15,0,0,0,15
20261210,87345397,Iwuy,IWUY,15,0,0,0,15
20261210,87476242,Branderion,BRANDERION,15,0,0,0,15
20261210,87394205,Amilly Ouerray,AMILLY,15,0,0,0,15
