codeUic,nomGare,nomCommune,voyageurs,annee
87009696,La Douzillère,JOUE-LES-TOURS,17749,2015
87009696,La Douzillère,JOUE-LES-TOURS,13502,2016
87009696,La Douzillère,JOUE-LES-TOURS,11507,2017
87009696,La Douzillère,JOUE-LES-TOURS,11104,2018
87009696,La Douzillère,JOUE-LES-TOURS,10886,2019
87009696,La Douzillère,JOUE-LES-TOURS,7664,2020
87009696,La Douzillère,JOUE-LES-TOURS,9147,2021
87009696,La Douzillère,JOUE-LES-TOURS,9903,2022
87009696,La Douzillère,JOUE-LES-TOURS,6573,2023
87009696,La Douzillère,JOUE-LES-TOURS,9979,2024
87109306,Lille CHR,LILLE,216828,2015
87109306,Lille CHR,LILLE,219877,2016
87109306,Lille CHR,LILLE,239655,2017
87109306,Lille CHR,LILLE,239606,2018
87109306,Lille CHR,LILLE,287018,2019
87109306,Lille CHR,LILLE,192628,2020
87109306,Lille CHR,LILLE,209963,2021
87109306,Lille CHR,LILLE,312323,2022
87109306,Lille CHR,LILLE,349246,2023
87109306,Lille CHR,LILLE,379266,2024
87111278,Porte de Clichy,PARIS,4347686,2015
87111278,Porte de Clichy,PARIS,4245846,2016
87111278,Porte de Clichy,PARIS,4126841,2017
87111278,Porte de Clichy,PARIS,3928691,2018
87111278,Porte de Clichy,PARIS,3762544,2019
87111278,Porte de Clichy,PARIS,1318285,2020
87111278,Porte de Clichy,PARIS,2502513,2021
87111278,Porte de Clichy,PARIS,3107862,2022
87111278,Porte de Clichy,PARIS,3307276,2023
87111278,Porte de Clichy,PARIS,3647167,2024
87111849,Marne la Vallée Chessy,CHESSY,5443822,2015
87111849,Marne la Vallée Chessy,CHESSY,5418784,2016
87111849,Marne la Vallée Chessy,CHESSY,6009276,2017
87111849,Marne la Vallée Chessy,CHESSY,5996489,2018
87111849,Marne la Vallée Chessy,CHESSY,5432886,2019
87111849,Marne la Vallée Chessy,CHESSY,2492919,2020
87111849,Marne la Vallée Chessy,CHESSY,3312209,2021
87111849,Marne la Vallée Chessy,CHESSY,4641120,2022
87111849,Marne la Vallée Chessy,CHESSY,4319252,2023
87111849,Marne la Vallée Chessy,CHESSY,4448487,2024
87111864,Balsièges-Bourg,BALSIEGES,3,2015
87111864,Balsièges-Bourg,BALSIEGES,5,2016
87111864,Balsièges-Bourg,BALSIEGES,2,2017
87111864,Balsièges-Bourg,BALSIEGES,6,2018
87111864,Balsièges-Bourg,BALSIEGES,12,2019
87111864,Balsièges-Bourg,BALSIEGES,16,2020
87111864,Balsièges-Bourg,BALSIEGES,0,2021
87111864,Balsièges-Bourg,BALSIEGES,26,2022
87111864,Balsièges-Bourg,BALSIEGES,32,2023
87111864,Balsièges-Bourg,BALSIEGES,23,2024
87113001,Paris Est,PARIS,34919689,2015
87113001,Paris Est,PARIS,35820125,2016
87113001,Paris Est,PARIS,38455354,2017
87113001,Paris Est,PARIS,39301206,2018
87113001,Paris Est,PARIS,41240098,2019
87113001,Paris Est,PARIS,21580625,2020
87113001,Paris Est,PARIS,27758686,2021
87113001,Paris Est,PARIS,36774394,2022
87113001,Paris Est,PARIS,39877017,2023
87113001,Paris Est,PARIS,42725621,2024
87113209,Pantin,PANTIN,8605431,2015
87113209,Pantin,PANTIN,8551965,2016
87113209,Pantin,PANTIN,8472409,2017
87113209,Pantin,PANTIN,8231485,2018
87113209,Pantin,PANTIN,8005187,2019
87113209,Pantin,PANTIN,3862190,2020
87113209,Pantin,PANTIN,5100100,2021
87113209,Pantin,PANTIN,8207191,2022
87113209,Pantin,PANTIN,8731368,2023
87113209,Pantin,PANTIN,9627326,2024
87113217,Noisy le Sec,NOISY-LE-SEC,16693722,2015
87113217,Noisy le Sec,NOISY-LE-SEC,17100556,2016
87113217,Noisy le Sec,NOISY-LE-SEC,17446860,2017
87113217,Noisy le Sec,NOISY-LE-SEC,17492523,2018
87113217,Noisy le Sec,NOISY-LE-SEC,17495563,2019
87113217,Noisy le Sec,NOISY-LE-SEC,8762930,2020
87113217,Noisy le Sec,NOISY-LE-SEC,12963317,2021
87113217,Noisy le Sec,NOISY-LE-SEC,15647951,2022
87113217,Noisy le Sec,NOISY-LE-SEC,16649415,2023
87113217,Noisy le Sec,NOISY-LE-SEC,18359020,2024
87113407,Bondy,BONDY,12955985,2015
87113407,Bondy,BONDY,13017323,2016
87113407,Bondy,BONDY,13024968,2017
87113407,Bondy,BONDY,12799616,2018
87113407,Bondy,BONDY,12574385,2019
87113407,Bondy,BONDY,7412905,2020
87113407,Bondy,BONDY,11082849,2021
87113407,Bondy,BONDY,14605023,2022
87113407,Bondy,BONDY,15540271,2023
87113407,Bondy,BONDY,17136438,2024
87113472,Le Raincy-Villemomble-Montfermeil,LE RAINCY,9054018,2015
87113472,Le Raincy-Villemomble-Montfermeil,LE RAINCY,9284783,2016
87113472,Le Raincy-Villemomble-Montfermeil,LE RAINCY,9472141,2017
87113472,Le Raincy-Villemomble-Montfermeil,LE RAINCY,9505714,2018
87113472,Le Raincy-Villemomble-Montfermeil,LE RAINCY,9515448,2019
87113472,Le Raincy-Villemomble-Montfermeil,LE RAINCY,4111461,2020
87113472,Le Raincy-Villemomble-Montfermeil,LE RAINCY,5784022,2021
87113472,Le Raincy-Villemomble-Montfermeil,LE RAINCY,6505496,2022
87113472,Le Raincy-Villemomble-Montfermeil,LE RAINCY,6921819,2023
87113472,Le Raincy-Villemomble-Montfermeil,LE RAINCY,7632569,2024
87113514,Gagny,GAGNY,5145520,2015
87113514,Gagny,GAGNY,5196181,2016
87113514,Gagny,GAGNY,5225983,2017
87113514,Gagny,GAGNY,5155124,2018
87113514,Gagny,GAGNY,5094411,2019
87113514,Gagny,GAGNY,2469447,2020
87113514,Gagny,GAGNY,3268203,2021
87113514,Gagny,GAGNY,5305596,2022
87113514,Gagny,GAGNY,5645140,2023
87113514,Gagny,GAGNY,6224800,2024
87113522,Le Chénay Gagny,GAGNY,3187642,2015
87113522,Le Chénay Gagny,GAGNY,3248342,2016
87113522,Le Chénay Gagny,GAGNY,3294408,2017
87113522,Le Chénay Gagny,GAGNY,3277376,2018
87113522,Le Chénay Gagny,GAGNY,3268600,2019
87113522,Le Chénay Gagny,GAGNY,1562549,2020
87113522,Le Chénay Gagny,GAGNY,2851761,2021
87113522,Le Chénay Gagny,GAGNY,2779109,2022
87113522,Le Chénay Gagny,GAGNY,2956969,2023
87113522,Le Chénay Gagny,GAGNY,3260598,2024
87113696,Rosny Bois Perrier,ROSNY-SOUS-BOIS,6381483,2015
87113696,Rosny Bois Perrier,ROSNY-SOUS-BOIS,6464430,2016
87113696,Rosny Bois Perrier,ROSNY-SOUS-BOIS,6520046,2017
87113696,Rosny Bois Perrier,ROSNY-SOUS-BOIS,6491187,2018
87113696,Rosny Bois Perrier,ROSNY-SOUS-BOIS,6404337,2019
87113696,Rosny Bois Perrier,ROSNY-SOUS-BOIS,3206275,2020
87113696,Rosny Bois Perrier,ROSNY-SOUS-BOIS,4959155,2021
87113696,Rosny Bois Perrier,ROSNY-SOUS-BOIS,5348239,2022
87113696,Rosny Bois Perrier,ROSNY-SOUS-BOIS,5690526,2023
87113696,Rosny Bois Perrier,ROSNY-SOUS-BOIS,6274844,2024
87113704,Rosny sous Bois,ROSNY-SOUS-BOIS,5384161,2015
87113704,Rosny sous Bois,ROSNY-SOUS-BOIS,5579980,2016
87113704,Rosny sous Bois,ROSNY-SOUS-BOIS,5754371,2017
87113704,Rosny sous Bois,ROSNY-SOUS-BOIS,5829896,2018
87113704,Rosny sous Bois,ROSNY-SOUS-BOIS,5908117,2019
87113704,Rosny sous Bois,ROSNY-SOUS-BOIS,2380920,2020
87113704,Rosny sous Bois,ROSNY-SOUS-BOIS,3952618,2021
87113704,Rosny sous Bois,ROSNY-SOUS-BOIS,5361506,2022
87113704,Rosny sous Bois,ROSNY-SOUS-BOIS,5704642,2023
87113704,Rosny sous Bois,ROSNY-SOUS-BOIS,6290410,2024
87113712,Val de Fontenay,FONTENAY-SOUS-BOIS,17396627,2015
87113712,Val de Fontenay,FONTENAY-SOUS-BOIS,17683219,2016
87113712,Val de Fontenay,FONTENAY-SOUS-BOIS,17900299,2017
87113712,Val de Fontenay,FONTENAY-SOUS-BOIS,17739617,2018
87113712,Val de Fontenay,FONTENAY-SOUS-BOIS,17693555,2019
87113712,Val de Fontenay,FONTENAY-SOUS-BOIS,17692029,2020
87113712,Val de Fontenay,FONTENAY-SOUS-BOIS,22148961,2021
87113712,Val de Fontenay,FONTENAY-SOUS-BOIS,16450965,2022
87113712,Val de Fontenay,FONTENAY-SOUS-BOIS,17503165,2023
87113712,Val de Fontenay,FONTENAY-SOUS-BOIS,19300104,2024
87113746,Nogent le Perreux,LE PERREUX-SUR-MARNE,4716682,2015
87113746,Nogent le Perreux,LE PERREUX-SUR-MARNE,4806191,2016
87113746,Nogent le Perreux,LE PERREUX-SUR-MARNE,4864227,2017
87113746,Nogent le Perreux,LE PERREUX-SUR-MARNE,4841770,2018
87113746,Nogent le Perreux,LE PERREUX-SUR-MARNE,4819859,2019
87113746,Nogent le Perreux,LE PERREUX-SUR-MARNE,2091668,2020
87113746,Nogent le Perreux,LE PERREUX-SUR-MARNE,3079817,2021
87113746,Nogent le Perreux,LE PERREUX-SUR-MARNE,3019593,2022
87113746,Nogent le Perreux,LE PERREUX-SUR-MARNE,3212846,2023
87113746,Nogent le Perreux,LE PERREUX-SUR-MARNE,3542750,2024
87113779,Les Boullereaux-Champigny,CHAMPIGNY-SUR-MARNE,2717615,2015
87113779,Les Boullereaux-Champigny,CHAMPIGNY-SUR-MARNE,2779423,2016
87113779,Les Boullereaux-Champigny,CHAMPIGNY-SUR-MARNE,2831014,2017
87113779,Les Boullereaux-Champigny,CHAMPIGNY-SUR-MARNE,2834780,2018
87113779,Les Boullereaux-Champigny,CHAMPIGNY-SUR-MARNE,2828851,2019
87113779,Les Boullereaux-Champigny,CHAMPIGNY-SUR-MARNE,1240481,2020
87113779,Les Boullereaux-Champigny,CHAMPIGNY-SUR-MARNE,1915290,2021
87113779,Les Boullereaux-Champigny,CHAMPIGNY-SUR-MARNE,2344609,2022
87113779,Les Boullereaux-Champigny,CHAMPIGNY-SUR-MARNE,2494663,2023
87113779,Les Boullereaux-Champigny,CHAMPIGNY-SUR-MARNE,2750821,2024
87113795,Villiers sur Marne Le Plessis Trévise,VILLIERS-SUR-MARNE,8383560,2015
87113795,Villiers sur Marne Le Plessis Trévise,VILLIERS-SUR-MARNE,8426955,2016
87113795,Villiers sur Marne Le Plessis Trévise,VILLIERS-SUR-MARNE,8434061,2017
87113795,Villiers sur Marne Le Plessis Trévise,VILLIERS-SUR-MARNE,8276068,2018
87113795,Villiers sur Marne Le Plessis Trévise,VILLIERS-SUR-MARNE,8146119,2019
87113795,Villiers sur Marne Le Plessis Trévise,VILLIERS-SUR-MARNE,3664906,2020
87113795,Villiers sur Marne Le Plessis Trévise,VILLIERS-SUR-MARNE,5653263,2021
87113795,Villiers sur Marne Le Plessis Trévise,VILLIERS-SUR-MARNE,7700718,2022
87113795,Villiers sur Marne Le Plessis Trévise,VILLIERS-SUR-MARNE,8193562,2023
87113795,Villiers sur Marne Le Plessis Trévise,VILLIERS-SUR-MARNE,9034899,2024
87113803,Les Yvris Noisy le Grand,NOISY-LE-GRAND,889783,2015
87113803,Les Yvris Noisy le Grand,NOISY-LE-GRAND,912202,2016
87113803,Les Yvris Noisy le Grand,NOISY-LE-GRAND,929718,2017
87113803,Les Yvris Noisy le Grand,NOISY-LE-GRAND,926641,2018
87113803,Les Yvris Noisy le Grand,NOISY-LE-GRAND,933786,2019
87113803,Les Yvris Noisy le Grand,NOISY-LE-GRAND,423167,2020
87113803,Les Yvris Noisy le Grand,NOISY-LE-GRAND,592431,2021
87113803,Les Yvris Noisy le Grand,NOISY-LE-GRAND,755412,2022
87113803,Les Yvris Noisy le Grand,NOISY-LE-GRAND,803757,2023
87113803,Les Yvris Noisy le Grand,NOISY-LE-GRAND,886289,2024
87113845,Les Coquetiers,VILLEMOMBLE,1050903,2015
87113845,Les Coquetiers,VILLEMOMBLE,1063744,2016
87113845,Les Coquetiers,VILLEMOMBLE,1072490,2017
87113845,Les Coquetiers,VILLEMOMBLE,1064397,2018
87113845,Les Coquetiers,VILLEMOMBLE,1049625,2019
87113845,Les Coquetiers,VILLEMOMBLE,1618216,2020
87113845,Les Coquetiers,VILLEMOMBLE,946919,2021
87113845,Les Coquetiers,VILLEMOMBLE,1181755,2022
87113845,Les Coquetiers,VILLEMOMBLE,1257508,2023
87113845,Les Coquetiers,VILLEMOMBLE,1386734,2024
87113852,Les Pavillons sous Bois,LES PAVILLONS-SOUS-BOIS,1580346,2015
87113852,Les Pavillons sous Bois,LES PAVILLONS-SOUS-BOIS,1629471,2016
87113852,Les Pavillons sous Bois,LES PAVILLONS-SOUS-BOIS,1673494,2017
87113852,Les Pavillons sous Bois,LES PAVILLONS-SOUS-BOIS,1683059,2018
87113852,Les Pavillons sous Bois,LES PAVILLONS-SOUS-BOIS,1701182,2019
87113852,Les Pavillons sous Bois,LES PAVILLONS-SOUS-BOIS,2488926,2020
87113852,Les Pavillons sous Bois,LES PAVILLONS-SOUS-BOIS,1601698,2021
87113852,Les Pavillons sous Bois,LES PAVILLONS-SOUS-BOIS,1998918,2022
87113852,Les Pavillons sous Bois,LES PAVILLONS-SOUS-BOIS,2127054,2023
87113852,Les Pavillons sous Bois,LES PAVILLONS-SOUS-BOIS,2345637,2024
87113860,Gargan,LES PAVILLONS-SOUS-BOIS,3304052,2015
87113860,Gargan,LES PAVILLONS-SOUS-BOIS,3299886,2016
87113860,Gargan,LES PAVILLONS-SOUS-BOIS,3297972,2017
87113860,Gargan,LES PAVILLONS-SOUS-BOIS,3233856,2018
87113860,Gargan,LES PAVILLONS-SOUS-BOIS,3150620,2019
87113860,Gargan,LES PAVILLONS-SOUS-BOIS,6591131,2020
87113860,Gargan,LES PAVILLONS-SOUS-BOIS,4574239,2021
87113860,Gargan,LES PAVILLONS-SOUS-BOIS,5708651,2022
87113860,Gargan,LES PAVILLONS-SOUS-BOIS,6074590,2023
87113860,Gargan,LES PAVILLONS-SOUS-BOIS,6698835,2024
87113878,Allée de la Tour-Rendez-Vous,VILLEMOMBLE,690917,2015
87113878,Allée de la Tour-Rendez-Vous,VILLEMOMBLE,683635,2016
87113878,Allée de la Tour-Rendez-Vous,VILLEMOMBLE,673383,2017
87113878,Allée de la Tour-Rendez-Vous,VILLEMOMBLE,651602,2018
87113878,Allée de la Tour-Rendez-Vous,VILLEMOMBLE,630008,2019
87113878,Allée de la Tour-Rendez-Vous,VILLEMOMBLE,940572,2020
87113878,Allée de la Tour-Rendez-Vous,VILLEMOMBLE,687434,2021
87113878,Allée de la Tour-Rendez-Vous,VILLEMOMBLE,857918,2022
87113878,Allée de la Tour-Rendez-Vous,VILLEMOMBLE,912913,2023
87113878,Allée de la Tour-Rendez-Vous,VILLEMOMBLE,1006727,2024
87113886,L'Abbaye,LIVRY-GARGAN,865256,2015
87113886,L'Abbaye,LIVRY-GARGAN,872604,2016
87113886,L'Abbaye,LIVRY-GARGAN,878787,2017
87113886,L'Abbaye,LIVRY-GARGAN,869325,2018
87113886,L'Abbaye,LIVRY-GARGAN,856326,2019
87113886,L'Abbaye,LIVRY-GARGAN,1018355,2020
87113886,L'Abbaye,LIVRY-GARGAN,753017,2021
87113886,L'Abbaye,LIVRY-GARGAN,939766,2022
87113886,L'Abbaye,LIVRY-GARGAN,1000007,2023
87113886,L'Abbaye,LIVRY-GARGAN,1102771,2024
87113894,Freinville-Sevran,SEVRAN,1144456,2015
87113894,Freinville-Sevran,SEVRAN,1168850,2016
87113894,Freinville-Sevran,SEVRAN,1192432,2017
87113894,Freinville-Sevran,SEVRAN,1194722,2018
87113894,Freinville-Sevran,SEVRAN,1191070,2019
87113894,Freinville-Sevran,SEVRAN,1905264,2020
87113894,Freinville-Sevran,SEVRAN,1546264,2021
87113894,Freinville-Sevran,SEVRAN,1929737,2022
87113894,Freinville-Sevran,SEVRAN,2053438,2023
87113894,Freinville-Sevran,SEVRAN,2264457,2024
87115873,Champbenoist-Poigny,POIGNY,196027,2015
87115873,Champbenoist-Poigny,POIGNY,204274,2016
87115873,Champbenoist-Poigny,POIGNY,211940,2017
87115873,Champbenoist-Poigny,POIGNY,215765,2018
87115873,Champbenoist-Poigny,POIGNY,220552,2019
87115873,Champbenoist-Poigny,POIGNY,105983,2020
87115873,Champbenoist-Poigny,POIGNY,144147,2021
87115873,Champbenoist-Poigny,POIGNY,182176,2022
87115873,Champbenoist-Poigny,POIGNY,206637,2023
87115873,Champbenoist-Poigny,POIGNY,227895,2024
87116012,Gretz Armainvilliers,GRETZ-ARMAINVILLIERS,943338,2015
87116012,Gretz Armainvilliers,GRETZ-ARMAINVILLIERS,938758,2016
87116012,Gretz Armainvilliers,GRETZ-ARMAINVILLIERS,930677,2017
87116012,Gretz Armainvilliers,GRETZ-ARMAINVILLIERS,904863,2018
87116012,Gretz Armainvilliers,GRETZ-ARMAINVILLIERS,881676,2019
87116012,Gretz Armainvilliers,GRETZ-ARMAINVILLIERS,436595,2020
87116012,Gretz Armainvilliers,GRETZ-ARMAINVILLIERS,662867,2021
87116012,Gretz Armainvilliers,GRETZ-ARMAINVILLIERS,832033,2022
87116012,Gretz Armainvilliers,GRETZ-ARMAINVILLIERS,885284,2023
87116012,Gretz Armainvilliers,GRETZ-ARMAINVILLIERS,976187,2024
87116020,Ozoir la Ferrière,OZOIR-LA-FERRIERE,2353072,2015
87116020,Ozoir la Ferrière,OZOIR-LA-FERRIERE,2396593,2016
87116020,Ozoir la Ferrière,OZOIR-LA-FERRIERE,2429288,2017
87116020,Ozoir la Ferrière,OZOIR-LA-FERRIERE,2409568,2018
87116020,Ozoir la Ferrière,OZOIR-LA-FERRIERE,2409248,2019
87116020,Ozoir la Ferrière,OZOIR-LA-FERRIERE,1129670,2020
87116020,Ozoir la Ferrière,OZOIR-LA-FERRIERE,1914692,2021
87116020,Ozoir la Ferrière,OZOIR-LA-FERRIERE,1757433,2022
87116020,Ozoir la Ferrière,OZOIR-LA-FERRIERE,1869909,2023
87116020,Ozoir la Ferrière,OZOIR-LA-FERRIERE,2061916,2024
87116038,Roissy en Brie,ROISSY-EN-BRIE,3272883,2015
87116038,Roissy en Brie,ROISSY-EN-BRIE,3322409,2016
87116038,Roissy en Brie,ROISSY-EN-BRIE,3354377,2017
87116038,Roissy en Brie,ROISSY-EN-BRIE,3326124,2018
87116038,Roissy en Brie,ROISSY-EN-BRIE,3304512,2019
87116038,Roissy en Brie,ROISSY-EN-BRIE,1913470,2020
87116038,Roissy en Brie,ROISSY-EN-BRIE,2912276,2021
87116038,Roissy en Brie,ROISSY-EN-BRIE,2879867,2022
87116038,Roissy en Brie,ROISSY-EN-BRIE,3064172,2023
87116038,Roissy en Brie,ROISSY-EN-BRIE,3378810,2024
87116046,Emerainville-Pontault Combault,PONTAULT-COMBAULT,4864507,2015
87116046,Emerainville-Pontault Combault,PONTAULT-COMBAULT,4892074,2016
87116046,Emerainville-Pontault Combault,PONTAULT-COMBAULT,4898268,2017
87116046,Emerainville-Pontault Combault,PONTAULT-COMBAULT,4801461,2018
87116046,Emerainville-Pontault Combault,PONTAULT-COMBAULT,4748348,2019
87116046,Emerainville-Pontault Combault,PONTAULT-COMBAULT,2496908,2020
87116046,Emerainville-Pontault Combault,PONTAULT-COMBAULT,3748002,2021
87116046,Emerainville-Pontault Combault,PONTAULT-COMBAULT,3975775,2022
87116046,Emerainville-Pontault Combault,PONTAULT-COMBAULT,4230223,2023
87116046,Emerainville-Pontault Combault,PONTAULT-COMBAULT,4664593,2024
87116079,Verneuil l'Etang,VERNEUIL-L'ETANG,621339,2015
87116079,Verneuil l'Etang,VERNEUIL-L'ETANG,638495,2016
87116079,Verneuil l'Etang,VERNEUIL-L'ETANG,656054,2017
87116079,Verneuil l'Etang,VERNEUIL-L'ETANG,658852,2018
87116079,Verneuil l'Etang,VERNEUIL-L'ETANG,667781,2019
87116079,Verneuil l'Etang,VERNEUIL-L'ETANG,273994,2020
87116079,Verneuil l'Etang,VERNEUIL-L'ETANG,494717,2021
87116079,Verneuil l'Etang,VERNEUIL-L'ETANG,551528,2022
87116079,Verneuil l'Etang,VERNEUIL-L'ETANG,593916,2023
87116079,Verneuil l'Etang,VERNEUIL-L'ETANG,655014,2024
87116087,Mormant,MORMANT,417233,2015
87116087,Mormant,MORMANT,431778,2016
87116087,Mormant,MORMANT,444280,2017
87116087,Mormant,MORMANT,447454,2018
87116087,Mormant,MORMANT,455346,2019
87116087,Mormant,MORMANT,257580,2020
87116087,Mormant,MORMANT,392896,2021
87116087,Mormant,MORMANT,376082,2022
87116087,Mormant,MORMANT,446246,2023
87116087,Mormant,MORMANT,492153,2024
87116095,Nangis,NANGIS,979933,2015
87116095,Nangis,NANGIS,1013938,2016
87116095,Nangis,NANGIS,1044995,2017
87116095,Nangis,NANGIS,1052937,2018
87116095,Nangis,NANGIS,1070109,2019
87116095,Nangis,NANGIS,474881,2020
87116095,Nangis,NANGIS,890213,2021
87116095,Nangis,NANGIS,883754,2022
87116095,Nangis,NANGIS,873623,2023
87116095,Nangis,NANGIS,963491,2024
87116103,Meaux,MEAUX,8321142,2015
87116103,Meaux,MEAUX,8698195,2016
87116103,Meaux,MEAUX,9061287,2017
87116103,Meaux,MEAUX,9260830,2018
87116103,Meaux,MEAUX,9490751,2019
87116103,Meaux,MEAUX,649234,2020
87116103,Meaux,MEAUX,8727614,2021
87116103,Meaux,MEAUX,7838001,2022
87116103,Meaux,MEAUX,9412908,2023
87116103,Meaux,MEAUX,10375161,2024
87116111,Chelles-Gournay,CHELLES,10591778,2015
87116111,Chelles-Gournay,CHELLES,10797607,2016
87116111,Chelles-Gournay,CHELLES,10947125,2017
87116111,Chelles-Gournay,CHELLES,10902348,2018
87116111,Chelles-Gournay,CHELLES,10874698,2019
87116111,Chelles-Gournay,CHELLES,5503458,2020
87116111,Chelles-Gournay,CHELLES,7258472,2021
87116111,Chelles-Gournay,CHELLES,9379970,2022
87116111,Chelles-Gournay,CHELLES,10304177,2023
87116111,Chelles-Gournay,CHELLES,11363257,2024
87116137,Longueville,LONGUEVILLE,780859,2015
87116137,Longueville,LONGUEVILLE,800623,2016
87116137,Longueville,LONGUEVILLE,818352,2017
87116137,Longueville,LONGUEVILLE,816896,2018
87116137,Longueville,LONGUEVILLE,824175,2019
87116137,Longueville,LONGUEVILLE,368201,2020
87116137,Longueville,LONGUEVILLE,660085,2021
87116137,Longueville,LONGUEVILLE,680603,2022
87116137,Longueville,LONGUEVILLE,944283,2023
87116137,Longueville,LONGUEVILLE,1041424,2024
87116160,Provins,PROVINS,708317,2015
87116160,Provins,PROVINS,709649,2016
87116160,Provins,PROVINS,710305,2017
87116160,Provins,PROVINS,696157,2018
87116160,Provins,PROVINS,683609,2019
87116160,Provins,PROVINS,301849,2020
87116160,Provins,PROVINS,566796,2021
87116160,Provins,PROVINS,564456,2022
87116160,Provins,PROVINS,885309,2023
87116160,Provins,PROVINS,976382,2024
87116178,Sainte-Colombe-Septveilles,SAINTE-COLOMBE,127795,2015
87116178,Sainte-Colombe-Septveilles,SAINTE-COLOMBE,131745,2016
87116178,Sainte-Colombe-Septveilles,SAINTE-COLOMBE,135314,2017
87116178,Sainte-Colombe-Septveilles,SAINTE-COLOMBE,136480,2018
87116178,Sainte-Colombe-Septveilles,SAINTE-COLOMBE,139106,2019
87116178,Sainte-Colombe-Septveilles,SAINTE-COLOMBE,80801,2020
87116178,Sainte-Colombe-Septveilles,SAINTE-COLOMBE,123972,2021
87116178,Sainte-Colombe-Septveilles,SAINTE-COLOMBE,114903,2022
87116178,Sainte-Colombe-Septveilles,SAINTE-COLOMBE,113678,2023
87116178,Sainte-Colombe-Septveilles,SAINTE-COLOMBE,125372,2024
87116210,Tournan,TOURNAN-EN-BRIE,2128614,2015
87116210,Tournan,TOURNAN-EN-BRIE,2107021,2016
87116210,Tournan,TOURNAN-EN-BRIE,2082036,2017
87116210,Tournan,TOURNAN-EN-BRIE,2017749,2018
87116210,Tournan,TOURNAN-EN-BRIE,1971494,2019
87116210,Tournan,TOURNAN-EN-BRIE,961576,2020
87116210,Tournan,TOURNAN-EN-BRIE,1527630,2021
87116210,Tournan,TOURNAN-EN-BRIE,2096889,2022
87116210,Tournan,TOURNAN-EN-BRIE,2273937,2023
87116210,Tournan,TOURNAN-EN-BRIE,2507603,2024
87116228,Marles en Brie,LA HOUSSAYE-EN-BRIE,354368,2015
87116228,Marles en Brie,LA HOUSSAYE-EN-BRIE,373661,2016
87116228,Marles en Brie,LA HOUSSAYE-EN-BRIE,392981,2017
87116228,Marles en Brie,LA HOUSSAYE-EN-BRIE,403995,2018
87116228,Marles en Brie,LA HOUSSAYE-EN-BRIE,421062,2019
87116228,Marles en Brie,LA HOUSSAYE-EN-BRIE,171958,2020
87116228,Marles en Brie,LA HOUSSAYE-EN-BRIE,336427,2021
87116228,Marles en Brie,LA HOUSSAYE-EN-BRIE,347570,2022
87116228,Marles en Brie,LA HOUSSAYE-EN-BRIE,354331,2023
87116228,Marles en Brie,LA HOUSSAYE-EN-BRIE,390782,2024
87116244,Mortcerf,MORTCERF,107069,2015
87116244,Mortcerf,MORTCERF,118481,2016
87116244,Mortcerf,MORTCERF,130839,2017
87116244,Mortcerf,MORTCERF,141533,2018
87116244,Mortcerf,MORTCERF,154778,2019
87116244,Mortcerf,MORTCERF,75184,2020
87116244,Mortcerf,MORTCERF,135903,2021
87116244,Mortcerf,MORTCERF,127841,2022
87116244,Mortcerf,MORTCERF,123021,2023
87116244,Mortcerf,MORTCERF,135675,2024
87116269,Guérard La Celle sur Morin,GUERARD,71847,2015
87116269,Guérard La Celle sur Morin,GUERARD,76508,2016
87116269,Guérard La Celle sur Morin,GUERARD,81222,2017
87116269,Guérard La Celle sur Morin,GUERARD,84271,2018
87116269,Guérard La Celle sur Morin,GUERARD,88140,2019
87116269,Guérard La Celle sur Morin,GUERARD,52298,2020
87116269,Guérard La Celle sur Morin,GUERARD,100298,2021
87116269,Guérard La Celle sur Morin,GUERARD,72793,2022
87116269,Guérard La Celle sur Morin,GUERARD,85124,2023
87116269,Guérard La Celle sur Morin,GUERARD,93881,2024
87116277,Faremoutiers-Pommeuse,POMMEUSE,265345,2015
87116277,Faremoutiers-Pommeuse,POMMEUSE,269543,2016
87116277,Faremoutiers-Pommeuse,POMMEUSE,273058,2017
87116277,Faremoutiers-Pommeuse,POMMEUSE,270856,2018
87116277,Faremoutiers-Pommeuse,POMMEUSE,269998,2019
87116277,Faremoutiers-Pommeuse,POMMEUSE,50530,2020
87116277,Faremoutiers-Pommeuse,POMMEUSE,225734,2021
87116277,Faremoutiers-Pommeuse,POMMEUSE,222979,2022
87116277,Faremoutiers-Pommeuse,POMMEUSE,252513,2023
87116277,Faremoutiers-Pommeuse,POMMEUSE,278489,2024
87116285,Mouroux,MOUROUX,123599,2015
87116285,Mouroux,MOUROUX,122066,2016
87116285,Mouroux,MOUROUX,120331,2017
87116285,Mouroux,MOUROUX,115847,2018
87116285,Mouroux,MOUROUX,112857,2019
87116285,Mouroux,MOUROUX,59769,2020
87116285,Mouroux,MOUROUX,89278,2021
87116285,Mouroux,MOUROUX,93212,2022
87116285,Mouroux,MOUROUX,104086,2023
87116285,Mouroux,MOUROUX,114793,2024
87116293,Vaires-Torcy,VAIRES-SUR-MARNE,2154317,2015
87116293,Vaires-Torcy,VAIRES-SUR-MARNE,2214025,2016
87116293,Vaires-Torcy,VAIRES-SUR-MARNE,2264107,2017
87116293,Vaires-Torcy,VAIRES-SUR-MARNE,2271942,2018
87116293,Vaires-Torcy,VAIRES-SUR-MARNE,2286419,2019
